n,time,AF3_theta,AF3_alpha,AF3_betaL,AF3_betaH,AF3_gamma,T7_theta,T7_alpha,T7_betaL,T7_betaH,T7_gamma,Pz_theta,Pz_alpha,Pz_betaL,Pz_betaH,Pz_gamma,T8_theta,T8_alpha,T8_betaL,T8_betaH,T8_gamma,AF4_theta,AF4_alpha,AF4_betaL,AF4_betaH,AF4_gamma
1571,196830,4,4,1,3,2,322,71,96,38,23,6,12,13,15,18,6,4,1,4,2,7,5,1,3,2
1572,196831,5,3,1,3,2,236,46,76,33,20,7,15,16,15,19,9,4,1,5,2,6,3,1,3,2
1573,196832,6,3,1,3,2,201,36,60,33,18,8,19,18,16,19,11,5,1,5,2,5,3,2,3,2
1574,196832,8,3,2,3,2,180,40,51,35,17,9,22,18,16,20,12,5,2,4,1,5,3,2,3,2
1575,199959,10,4,3,3,2,170,50,48,38,16,10,23,16,16,20,12,5,2,4,1,5,4,3,3,2
1576,199960,12,5,3,3,2,149,59,53,41,14,12,21,13,15,19,10,5,2,4,1,6,5,3,3,2
1577,199960,14,5,4,3,2,117,63,67,44,14,13,17,9,14,18,8,6,2,4,1,8,6,4,3,2
1578,199960,15,6,4,3,2,117,65,105,51,16,14,13,6,13,16,6,6,2,4,1,9,7,4,4,2
1579,199961,14,5,3,3,2,527,119,306,120,42,14,5,3,11,11,5,6,2,4,1,11,6,4,3,2
1580,199961,12,4,3,3,2,995,188,460,186,68,14,4,4,10,9,7,5,2,3,1,10,5,3,3,2
1581,199962,12,4,3,3,2,995,188,460,186,68,14,4,4,10,9,7,5,2,3,1,10,5,3,3,2
1582,199962,10,3,2,2,2,1563,280,607,259,99,13,3,4,8,8,9,4,1,3,1,9,3,2,2,2
1583,199962,8,2,2,2,2,2094,374,699,317,126,12,2,5,7,7,12,3,1,3,1,8,2,2,2,2
1584,199963,6,2,1,2,2,2434,447,706,343,141,12,2,7,6,7,13,2,2,2,1,7,1,1,2,1
1585,199963,6,1,1,2,1,2517,488,626,332,140,13,2,8,6,7,14,1,2,2,1,6,1,1,2,1
1586,199963,6,1,1,1,1,2327,495,487,291,124,14,3,8,6,7,13,2,3,2,1,5,1,1,2,1
1587,199964,6,1,1,1,1,1976,476,337,237,100,15,4,8,7,8,12,2,3,2,1,5,1,1,2,1
1588,199965,6,1,2,1,1,1586,443,216,186,74,16,7,8,8,8,10,3,4,2,1,5,2,2,1,1
1589,199965,7,2,2,1,1,1251,401,143,147,53,16,10,7,9,10,8,4,4,2,1,5,2,2,1,1
1590,199965,9,2,2,1,1,993,353,112,119,39,15,12,7,12,11,6,5,5,3,1,6,3,3,1,1
1591,199966,15,3,2,1,1,791,294,97,95,31,13,14,8,14,13,5,6,5,3,1,10,3,3,1,1
1592,199966,28,5,2,1,1,597,229,82,71,25,11,13,8,16,15,5,5,5,4,1,17,4,3,1,1
1593,199966,44,8,2,1,1,409,172,68,49,22,9,12,9,17,17,5,5,5,4,1,27,5,2,1,1
1594,199967,59,12,2,2,1,290,146,63,35,21,7,10,9,17,18,6,5,5,4,1,35,6,2,2,1
1595,199967,72,17,2,2,1,285,168,73,31,26,6,9,10,16,20,9,5,5,4,1,41,8,2,2,1
1596,199968,88,26,3,3,2,374,232,97,36,34,5,10,10,14,22,13,7,5,3,1,45,11,3,3,2
1597,199968,116,36,4,4,2,543,313,127,44,44,5,11,12,12,23,18,10,5,3,1,53,17,3,4,2
1598,199969,164,49,5,4,2,681,380,150,51,53,8,15,13,10,23,23,14,4,3,1,70,23,4,4,2
1599,199971,225,59,7,5,2,802,411,158,53,56,11,19,15,9,22,28,16,4,2,1,94,29,5,5,2
1600,203306,287,65,8,5,2,825,400,147,51,54,16,23,17,9,20,31,16,4,2,1,122,33,5,5,2
1601,203307,325,64,9,5,3,780,358,123,44,47,21,26,18,9,17,31,15,3,2,1,142,33,6,6,3
1602,203307,326,55,9,6,3,664,310,93,36,37,24,27,18,9,14,30,12,3,2,2,145,30,6,7,3
1603,203307,286,42,10,7,4,524,278,71,30,28,26,25,18,10,12,28,9,3,2,2,128,24,7,7,4
1604,203307,217,28,12,8,5,468,272,68,29,21,25,23,18,11,11,31,9,4,2,2,97,17,10,8,5
1605,203308,140,16,16,8,6,561,291,92,34,19,23,21,19,12,10,45,12,7,2,2,61,12,16,9,6
1606,203308,77,10,24,8,7,813,319,138,46,18,21,19,19,13,10,72,17,11,2,3,33,9,25,9,7
1607,203309,39,9,35,8,8,1143,339,193,61,20,21,19,18,13,10,108,24,17,2,3,18,9,40,10,8
1608,203309,22,10,49,9,9,1437,342,240,75,22,23,19,16,12,10,147,31,23,3,3,12,10,56,10,9
1609,203309,18,13,61,10,10,1595,326,264,84,23,26,19,13,11,9,174,35,30,3,3,11,13,71,12,10
1610,203310,18,15,67,12,11,1561,298,267,84,23,28,18,10,10,9,184,36,34,4,3,11,15,80,13,10
1611,203310,23,16,58,16,11,1080,250,245,66,21,27,15,8,11,9,141,28,32,5,3,12,16,70,17,11
1612,203310,29,17,46,17,12,828,240,244,55,22,23,12,8,13,11,104,22,27,5,3,14,16,56,18,11
1613,203311,29,17,46,17,12,828,240,244,55,22,23,12,8,13,11,104,22,27,5,3,14,16,56,18,11
1614,203311,60,23,30,17,16,687,232,268,47,27,12,10,10,19,14,45,13,15,7,3,23,21,36,18,16
1615,203312,60,23,30,17,16,687,232,268,47,27,12,10,10,19,14,45,13,15,7,3,23,21,36,18,16
1616,203313,79,28,29,16,21,720,219,271,49,29,7,9,10,21,15,30,11,11,8,4,28,24,34,18,20
1617,203313,93,34,34,14,31,656,156,224,52,30,3,9,10,24,15,17,8,9,8,7,33,29,39,16,31
1618,203313,93,34,34,14,31,656,156,224,52,30,3,9,10,24,15,17,8,9,8,7,33,29,39,16,31
1619,203315,83,32,35,13,35,540,119,184,52,28,3,8,10,25,15,12,6,10,8,7,30,29,40,14,35
1620,203317,63,28,34,12,36,384,91,144,52,27,5,8,9,25,14,8,4,10,7,8,24,27,38,13,38
1621,203318,41,22,29,11,36,247,73,109,51,26,7,7,8,24,14,6,3,10,6,8,17,24,33,12,38
1622,203319,22,17,23,10,33,143,62,81,49,26,9,7,7,22,15,4,3,8,5,8,11,21,26,12,35
1623,203319,10,14,17,10,29,86,53,59,45,27,10,7,5,21,16,3,2,6,5,7,7,19,19,12,31
1624,203319,5,13,12,10,25,72,47,43,40,28,10,8,5,20,18,3,2,4,4,6,6,17,13,12,26
1625,203320,4,14,8,10,20,93,43,35,34,28,9,8,4,19,19,4,1,3,4,5,5,16,9,12,21
1626,203321,3,15,6,10,16,139,42,34,30,27,7,7,5,20,19,5,1,2,5,4,4,16,6,12,16
1627,206723,3,16,5,10,13,203,45,41,28,24,6,6,5,21,20,7,1,1,5,3,3,15,5,11,13
1628,206724,3,16,5,9,11,268,51,52,28,20,4,5,5,22,20,9,2,1,6,3,2,15,5,11,10
1629,206726,3,15,6,10,10,325,60,69,29,16,3,4,5,23,20,10,2,1,7,2,2,14,6,11,9
1630,206727,3,13,6,11,9,347,69,88,30,13,3,3,5,23,20,10,3,2,8,2,2,12,6,11,9
1631,206729,3,10,6,12,9,334,75,105,29,11,4,2,4,22,19,10,3,2,8,3,2,10,7,12,9
1632,206730,3,9,6,13,10,289,76,117,28,10,5,2,4,21,18,9,3,2,8,3,3,9,7,12,10
1633,206731,2,8,6,12,10,231,72,121,27,10,6,2,4,18,17,7,4,2,8,3,4,8,6,12,10
1634,206732,2,9,5,11,11,174,63,115,25,11,6,2,4,16,16,5,4,2,8,3,5,9,6,11,11
1635,206734,2,9,5,10,12,135,54,101,23,12,6,2,3,14,16,4,3,3,7,3,5,10,5,9,11
1636,206734,2,10,5,8,12,130,49,84,21,13,6,3,3,12,17,4,3,3,6,3,4,11,5,7,12
1637,206736,2,11,6,7,13,158,55,65,19,15,5,4,3,11,18,4,3,2,6,3,4,12,5,6,13
1638,206737,2,11,6,6,13,240,77,48,17,18,5,4,3,10,18,4,4,2,5,3,3,12,5,5,13
1639,206738,2,11,5,5,13,362,112,36,17,22,5,5,4,9,18,4,4,2,4,3,2,12,4,5,12
1640,206739,2,10,4,5,12,504,156,31,18,29,7,6,5,9,17,4,6,2,3,3,1,11,4,4,12
1641,206740,3,10,3,5,12,647,195,34,22,36,10,7,6,9,16,5,7,3,3,2,1,10,3,4,12
1642,206740,3,8,2,4,11,744,218,45,27,43,14,8,8,9,15,6,8,4,3,3,1,9,2,4,12
1643,206742,3,6,2,6,12,759,196,77,35,54,18,9,11,11,13,7,9,5,2,4,1,6,1,5,12
1644,206742,3,5,3,7,12,697,160,94,37,56,17,10,12,14,13,7,8,5,2,5,1,4,2,6,13
1645,206743,3,5,3,7,12,697,160,94,37,56,17,10,12,14,13,7,8,5,2,5,1,4,2,6,13
1646,206743,3,5,4,8,12,606,127,108,38,57,15,9,14,16,14,6,7,5,2,6,1,4,3,7,13
1647,206744,2,6,7,9,12,541,107,119,39,58,12,8,16,18,14,5,5,5,2,7,2,4,5,8,14
1648,206745,2,7,9,10,12,492,105,124,41,58,8,7,18,19,15,4,4,4,2,7,2,4,7,9,13
1649,206746,2,8,11,10,11,465,115,123,43,58,6,6,19,18,16,3,2,4,2,7,2,5,9,10,13
1650,206747,2,9,12,10,11,424,125,115,46,57,4,5,20,15,16,3,2,3,2,7,2,5,10,10,12
1651,206748,3,9,12,9,11,374,126,100,46,54,3,4,19,12,16,3,1,3,2,7,2,6,10,9,12
1652,206748,4,9,12,8,12,304,116,82,43,51,3,5,19,9,15,3,1,2,2,7,3,6,10,8,12
1653,206749,5,8,11,7,13,234,95,63,37,47,2,5,18,7,15,3,1,2,2,7,4,7,9,7,13
1654,210357,7,7,10,6,13,169,71,49,29,43,1,7,18,7,14,3,1,1,2,7,5,7,8,6,13
1655,210357,7,6,9,6,14,121,48,40,22,39,1,8,17,8,13,2,1,1,2,7,6,6,7,6,14
1656,210358,7,6,8,6,13,89,31,37,18,35,1,9,17,10,13,2,1,1,2,7,6,6,6,6,13
1657,210358,6,5,7,7,12,68,21,35,15,31,1,10,17,13,14,1,1,1,2,6,6,6,6,7,12
1658,210358,6,5,6,8,11,54,15,34,15,27,1,10,17,16,15,1,1,1,2,5,5,5,5,9,11
1659,210359,5,4,5,9,10,41,13,33,17,24,2,9,15,18,16,1,1,1,2,5,4,5,4,10,9
1660,210359,4,5,4,10,8,31,13,31,19,22,2,7,13,19,17,2,1,1,2,4,4,5,3,12,8
1661,210359,4,5,3,11,8,21,15,29,21,21,2,5,11,20,18,2,1,0,2,4,3,6,2,12,8
1662,210360,4,6,2,11,7,15,18,26,23,20,3,4,8,20,18,2,1,0,2,4,3,6,2,12,8
1663,210361,4,8,2,11,8,10,21,22,23,19,3,3,5,21,18,3,1,0,2,4,3,7,1,11,8
1664,210361,3,9,2,10,9,8,23,19,22,18,3,3,3,24,18,2,1,0,3,4,3,8,2,10,9
1665,210362,3,9,2,8,10,7,25,19,21,16,3,2,2,27,18,2,1,1,3,4,2,8,2,8,10
1666,210362,3,9,3,7,12,11,25,23,20,14,3,2,1,29,17,2,1,1,4,4,2,7,2,7,12
1667,210362,4,8,3,7,13,20,27,30,18,12,3,2,2,30,15,3,1,1,5,3,2,6,3,6,13
1668,210363,10,7,3,7,14,33,31,37,17,10,3,2,2,28,14,4,1,1,5,3,6,5,3,6,14
1669,210364,29,8,2,7,14,47,39,43,17,9,3,3,3,23,12,5,1,1,5,3,18,5,2,6,14
1670,210364,67,12,2,7,13,59,50,45,18,10,4,3,5,18,11,6,2,1,5,3,40,6,2,6,13
1671,210364,121,17,2,7,13,65,64,46,19,12,4,3,7,13,11,7,2,1,5,3,71,9,2,6,13
1672,210365,177,23,3,7,12,68,77,48,19,15,5,3,10,10,11,7,2,1,5,4,104,11,2,6,12
1673,210365,221,27,4,8,11,71,87,55,20,17,6,4,12,8,12,7,2,1,4,4,129,13,2,6,12
1674,210366,237,27,5,9,11,79,94,68,20,18,7,5,13,7,11,7,2,2,4,4,138,13,3,7,11
1675,210366,225,24,6,11,10,94,96,83,22,17,7,5,13,7,11,6,2,3,4,4,129,11,4,9,11
1676,210366,189,18,8,14,9,113,94,96,25,15,8,6,12,7,10,6,2,4,3,3,106,9,5,11,10
1677,210366,144,13,9,16,9,131,89,100,28,13,9,7,11,9,9,6,2,4,3,3,78,7,6,13,9
1678,210368,103,10,11,18,9,141,80,93,30,11,9,7,9,11,9,5,3,5,4,3,52,7,7,15,9
1679,210368,74,9,12,19,9,139,68,79,31,9,10,8,8,14,9,5,3,5,4,3,36,8,8,17,9
1680,210368,56,10,13,20,9,125,55,60,29,8,11,8,6,18,10,5,3,5,5,3,29,10,9,18,9
1681,210368,45,10,14,21,9,104,43,44,26,7,11,8,5,22,12,4,2,4,7,3,27,10,10,19,9
1682,210369,36,9,13,21,10,80,33,34,23,7,11,7,5,25,14,4,2,3,8,3,26,10,10,20,10
1683,214119,26,7,12,20,12,59,26,28,20,7,10,7,4,26,16,3,1,2,8,3,25,9,10,20,12
1684,214120,19,5,10,19,13,41,23,27,18,8,9,6,4,25,17,3,1,2,8,3,21,7,9,19,13
1685,214120,13,4,8,16,15,28,24,28,17,9,8,5,3,22,18,2,1,1,7,4,16,6,8,17,15
1686,214121,11,4,7,14,16,23,30,28,15,11,8,5,4,18,18,2,1,1,6,4,11,5,6,15,16
1687,214121,10,4,6,12,17,35,41,27,14,12,8,6,4,15,17,1,1,1,4,4,7,4,6,13,17
1688,214122,12,5,8,11,18,66,56,28,13,14,8,8,4,12,16,1,1,2,4,5,8,5,8,12,18
1689,214122,22,7,13,12,19,138,75,32,14,15,9,10,4,10,14,2,2,4,3,5,15,6,14,13,19
1690,214122,44,9,24,15,22,234,99,40,17,16,11,13,4,8,12,2,3,7,4,6,30,9,27,15,22
1691,214123,84,12,38,18,26,394,131,53,20,17,12,15,4,7,11,4,4,12,4,7,52,13,43,18,25
1692,214123,138,18,52,22,29,550,170,67,23,17,14,15,4,7,11,4,5,16,5,8,76,20,60,22,28
1693,214123,208,28,60,24,31,716,206,77,24,15,16,15,4,7,11,5,6,20,6,9,99,28,70,24,30
1694,214125,310,44,61,24,31,803,228,81,22,13,19,15,4,8,12,5,6,21,6,9,115,39,72,25,29
1695,214125,439,66,54,23,29,816,228,75,19,11,22,15,5,8,14,5,5,19,6,8,122,52,65,24,26
1696,214126,586,89,42,21,26,723,202,62,14,8,26,17,6,8,15,4,5,16,6,7,118,64,51,22,23
1697,214126,716,108,30,19,22,564,156,44,9,5,29,21,6,8,15,3,5,12,5,6,106,74,36,20,19
1698,214126,789,117,23,17,19,378,102,26,5,3,31,24,7,8,14,3,5,8,5,4,87,79,25,18,15
1699,214126,776,113,20,15,17,210,54,13,2,1,31,26,7,8,13,3,7,6,5,4,67,78,20,16,14
1700,214126,677,97,22,14,15,94,22,5,1,1,29,25,7,10,13,3,8,5,5,3,49,72,20,16,13
1701,214127,509,76,24,14,14,29,6,2,2,3,25,22,7,13,13,6,9,4,4,3,34,62,23,16,13
1702,214128,329,55,26,14,13,7,2,2,2,4,22,18,7,17,15,10,10,4,4,3,23,52,25,15,13
1703,214128,167,40,26,13,13,2,2,3,3,6,19,14,8,21,17,17,9,5,4,3,16,42,26,15,12
1704,214129,69,30,25,13,12,5,2,4,5,8,18,11,10,26,19,23,7,5,4,3,12,34,26,15,12
1705,214130,19,23,22,12,11,8,3,5,6,9,21,10,11,29,20,27,6,4,3,3,11,27,24,14,11
1706,214131,8,19,19,12,10,17,4,6,8,9,28,11,11,32,21,28,4,4,3,3,9,21,21,13,10
1707,214131,5,15,16,11,9,31,6,8,10,9,36,14,11,33,22,25,2,3,3,3,9,15,18,12,9
1708,214131,5,13,14,9,8,61,9,13,13,8,43,17,11,32,23,21,2,3,2,3,8,11,15,10,8
1709,214132,5,11,12,8,8,87,14,21,17,9,47,20,12,29,26,16,1,2,2,3,8,8,12,9,8
1710,214132,4,10,11,7,8,127,23,32,21,10,46,23,13,26,28,12,1,2,2,3,8,7,11,8,9
1711,214132,5,9,10,6,9,149,37,44,25,12,41,25,15,22,31,9,1,3,2,3,8,6,10,7,10
1712,214133,6,9,10,6,11,179,55,55,29,14,33,24,17,19,31,8,2,4,3,4,10,6,10,6,12
1713,217620,8,10,11,5,11,187,75,60,32,15,25,22,18,16,30,7,2,5,3,4,12,8,12,6,13
1714,217621,10,12,12,6,12,206,95,61,33,15,19,18,17,14,27,7,2,5,3,3,14,9,14,6,13
1715,217622,12,14,14,6,11,209,114,58,32,14,17,13,15,14,22,6,2,6,3,3,15,11,16,7,12
1716,217625,13,16,15,6,11,219,131,59,32,13,16,9,13,14,18,6,3,5,2,3,15,12,18,7,11
1717,217627,12,17,16,6,10,217,148,67,33,12,17,6,10,14,15,5,3,5,2,2,13,13,19,7,10
1718,217628,11,17,16,6,9,207,162,82,38,12,17,4,8,14,14,5,3,4,2,2,10,12,18,7,10
1719,217629,8,15,16,6,9,183,171,102,51,13,17,4,7,13,14,4,3,4,2,2,7,11,17,7,9
1720,217630,6,12,15,6,9,148,171,119,70,14,16,4,7,13,15,3,3,4,2,3,4,8,15,7,9
1721,217631,3,9,14,6,9,112,160,125,93,16,14,5,7,13,16,2,3,4,3,3,2,6,13,7,9
1722,217632,2,7,13,7,9,80,136,116,114,20,12,6,6,12,17,2,3,4,3,4,1,4,11,8,9
1723,217633,2,5,11,8,10,62,104,95,125,27,10,6,4,12,17,1,2,4,4,5,1,3,9,9,10
1724,217634,2,5,10,8,11,62,70,67,122,38,9,6,3,11,16,1,2,3,4,5,2,2,8,9,11
1725,217634,4,5,9,8,12,79,42,42,107,52,9,6,3,10,15,1,2,3,4,6,3,3,7,9,12
1726,217638,9,7,8,7,14,113,24,23,84,65,8,6,4,10,14,3,1,2,3,6,5,4,7,8,13
1727,217638,17,9,8,7,15,159,17,15,60,74,8,7,6,9,13,7,2,2,3,6,7,6,7,7,14
1728,217639,29,11,9,7,15,214,18,13,41,76,7,8,8,7,12,14,2,3,2,6,10,7,8,7,15
1729,217639,46,13,10,7,15,260,21,16,29,71,7,9,10,6,11,23,3,3,2,5,14,8,9,7,14
1730,217640,62,13,11,7,13,288,25,19,25,61,7,9,11,5,9,32,4,3,2,4,19,8,11,7,12
1731,217641,74,12,11,7,11,291,29,22,25,48,7,9,12,5,8,38,5,4,2,3,23,7,11,7,10
1732,217642,78,10,11,7,9,267,31,24,30,37,8,8,11,5,8,40,6,4,2,3,25,6,11,7,8
1733,217642,74,8,10,6,7,225,32,25,37,30,8,7,9,6,7,37,6,4,2,3,26,5,11,6,6
1734,217643,64,6,8,5,5,172,33,25,46,29,10,6,8,7,8,30,6,4,3,3,25,4,9,5,5
1735,217643,52,5,6,4,4,126,34,27,54,31,17,7,7,10,9,24,6,3,3,3,23,4,7,4,4
1736,217645,41,5,5,4,4,93,38,32,61,37,33,10,6,13,10,21,6,3,3,3,21,4,5,3,3
1737,217645,36,6,4,3,3,76,48,41,66,43,61,15,6,16,12,24,6,3,3,3,21,4,3,3,3
1738,217646,37,7,4,3,3,68,66,53,68,49,104,21,6,18,13,34,8,4,3,3,24,5,3,2,3
1739,217646,41,8,4,3,3,68,88,63,68,53,161,29,8,20,14,51,9,4,3,3,27,6,3,2,3
1740,217646,47,9,6,3,3,70,109,70,68,57,229,37,9,21,15,73,9,5,4,3,30,8,5,2,3
1741,217998,58,11,9,3,3,77,122,70,68,59,302,43,11,20,16,98,10,6,4,3,36,11,7,3,3
1742,217999,75,13,14,4,3,86,125,66,69,60,373,52,12,18,17,124,13,7,4,3,45,14,12,3,3
1743,218001,97,16,19,4,4,96,117,60,72,60,437,72,13,16,18,153,22,8,5,4,56,18,17,4,4
1744,218181,115,19,25,5,4,103,104,56,75,58,503,115,22,16,19,187,41,14,7,4,67,22,21,5,4
1745,218181,126,22,28,5,5,106,91,56,76,56,599,186,54,27,24,231,70,30,14,6,74,26,24,6,5
1746,218352,123,24,29,6,6,109,82,58,76,55,754,282,121,57,35,295,109,62,31,9,76,29,25,7,6
1747,218562,106,25,27,7,6,122,80,58,75,56,971,384,222,111,55,376,150,110,59,16,69,29,23,8,7
1748,218564,80,25,23,8,7,156,83,56,75,58,1228,467,337,182,80,467,186,163,95,26,57,29,20,9,7
1749,218830,51,26,18,10,8,215,87,49,75,60,1507,517,433,252,104,556,209,208,129,35,44,29,17,12,9
1750,218832,29,28,15,13,10,288,89,41,77,62,1809,535,479,300,120,643,217,228,152,42,33,31,15,15,11
1751,219008,16,31,13,16,13,352,85,35,78,62,2141,541,462,309,122,732,215,219,154,43,26,36,15,19,13
1752,219184,13,36,14,20,15,384,80,32,76,59,2489,563,391,278,109,827,212,186,136,39,22,43,16,23,16
1753,219185,16,39,17,23,17,377,74,33,70,54,2790,606,292,217,85,915,213,140,105,31,22,49,20,26,18
1754,219338,20,40,20,24,17,341,74,33,60,48,2971,661,197,146,59,974,219,97,70,21,23,53,23,28,18
1755,219500,23,37,23,24,16,295,82,32,48,42,2957,700,127,86,37,978,224,66,41,13,23,52,25,28,17
1756,219717,24,33,24,23,15,258,101,28,38,36,2732,694,87,49,23,918,219,48,22,7,23,48,26,26,16
1757,219718,25,27,24,20,14,242,126,24,31,32,2321,625,68,32,17,794,199,39,14,5,23,40,25,23,15
1758,219928,24,23,22,18,13,245,149,21,28,32,1819,500,57,28,15,633,161,31,11,4,21,32,22,21,14
1759,219930,22,21,20,16,13,255,161,20,28,35,1312,348,48,28,15,462,115,23,9,4,19,27,20,19,14
1760,220093,19,21,19,15,14,257,157,21,28,42,901,205,42,27,14,317,70,16,8,5,17,24,19,17,14
1761,220245,17,22,20,15,14,245,137,22,27,50,607,103,38,25,13,212,37,11,7,6,14,24,20,17,14
1762,220475,14,22,21,15,14,224,107,24,25,57,394,48,38,22,12,139,17,9,6,7,12,24,21,17,14
1763,220476,12,21,22,15,14,195,77,29,22,61,236,24,37,19,11,89,9,8,6,8,11,23,22,16,14
1764,220659,10,18,22,14,14,169,51,38,21,60,123,15,36,16,11,57,6,8,5,9,10,21,22,15,13
1765,220889,15,16,21,13,14,153,36,51,20,56,53,11,35,14,10,40,4,8,5,9,9,17,21,14,13
1766,220891,86,17,20,11,14,178,30,65,20,50,17,9,33,12,11,29,4,8,5,8,10,14,20,12,13
1767,221037,316,26,19,10,13,268,32,80,20,44,16,12,33,11,11,27,4,8,4,7,12,12,18,12,12
1768,221205,824,46,18,10,13,526,40,93,22,39,30,18,35,11,13,27,5,6,4,6,15,12,17,11,12
1769,221207,1554,75,19,9,13,894,51,102,25,36,55,27,38,11,15,29,6,5,4,6,18,14,16,11,12
1770,221367,2370,104,21,9,14,1368,60,109,30,34,90,36,43,11,18,36,8,4,3,5,21,17,17,11,13
1771,221520,3038,125,25,10,16,1745,68,112,35,32,126,45,46,11,20,46,10,3,3,5,22,18,21,11,16
1772,221770,3314,130,30,12,20,1940,76,113,39,28,157,49,47,11,22,56,11,4,3,6,22,19,27,14,19
1773,221770,3132,117,36,16,24,1866,87,110,40,25,172,49,46,12,23,61,11,5,4,7,19,18,36,18,24
1774,221955,2530,91,44,21,28,1566,104,104,40,22,169,45,45,15,23,60,10,8,5,8,16,16,47,24,29
1775,221956,1735,60,51,26,31,1146,125,95,38,20,148,40,46,18,22,53,8,10,6,9,13,14,59,30,33
1776,222111,978,34,57,30,32,738,144,85,37,20,116,36,49,23,21,43,6,12,7,10,12,12,67,34,35
1777,222278,435,16,60,32,32,444,154,74,37,22,83,33,52,28,21,34,4,13,7,12,11,10,70,36,34
1778,222495,148,9,59,30,30,290,148,64,39,25,55,32,55,31,23,28,3,13,8,12,10,9,68,34,32
1779,222497,46,7,55,26,28,232,130,58,40,28,36,31,54,31,27,23,2,12,8,12,9,8,61,29,30
1780,222713,24,7,48,21,26,212,106,61,39,30,26,28,51,28,30,20,2,12,8,12,8,8,51,24,27
1781,222715,19,8,40,18,24,232,87,78,37,31,21,24,45,23,33,16,2,12,7,10,7,9,40,20,25
1782,222917,13,10,32,17,22,270,78,108,34,30,19,18,40,18,34,12,3,13,7,9,6,10,32,19,23
1783,223085,12,14,27,18,20,388,79,145,33,28,17,14,34,13,32,10,4,13,6,8,5,13,27,21,21
1784,223086,11,18,24,21,20,522,89,185,36,26,16,11,29,9,28,9,5,14,6,7,5,18,25,23,21
1785,223240,11,24,24,23,21,659,104,221,45,23,16,10,26,7,22,9,6,14,5,6,5,23,26,26,22
1786,223402,10,29,27,24,26,747,127,247,60,22,17,10,23,6,17,9,7,14,5,7,6,28,30,27,26
1787,223565,10,31,30,24,32,773,156,263,84,22,18,11,23,5,13,9,7,12,5,8,8,31,34,27,32
1788,223567,13,30,34,24,40,733,191,271,115,25,17,11,24,5,10,8,7,11,5,10,11,31,38,26,40
1789,223817,25,26,35,22,46,658,222,274,146,33,15,10,26,6,10,7,6,9,5,12,19,27,41,24,46
1790,223818,46,21,35,22,49,586,239,269,169,44,12,9,26,7,10,6,5,8,5,13,31,21,40,22,49
1791,223998,79,15,32,21,46,564,234,253,177,56,9,9,25,8,10,5,5,6,5,13,48,15,38,21,47
1792,224161,112,11,28,20,40,615,210,224,168,65,7,10,23,8,10,6,4,5,5,12,64,11,34,20,40
1793,224367,151,9,23,19,31,726,183,184,144,68,6,12,19,9,10,6,4,4,5,9,81,9,30,19,31
1794,224368,187,10,19,17,21,849,166,139,112,63,6,14,15,9,9,7,5,4,4,7,92,11,26,17,22
1795,224518,224,12,15,14,14,925,168,99,82,53,7,15,12,10,8,8,6,4,4,5,100,17,24,14,14
1796,224755,253,17,13,11,9,934,184,72,58,40,8,16,10,11,7,9,8,4,3,4,102,24,23,11,9
1797,224755,267,23,13,8,7,858,201,58,44,28,11,15,8,12,7,10,9,4,3,3,99,32,23,9,7
1798,224938,262,27,14,7,7,723,206,57,37,19,15,14,7,12,6,11,9,4,2,3,91,38,23,8,7
1799,224939,231,30,17,8,9,563,191,63,33,14,21,13,7,11,5,12,8,3,2,4,78,40,24,8,9
1800,225090,183,30,20,10,12,423,163,67,30,11,28,12,6,10,4,13,7,3,2,6,62,38,26,10,13
1801,225254,125,27,24,14,16,343,136,65,28,11,33,11,7,8,3,13,5,4,2,8,46,33,29,13,17
1802,225409,73,23,28,18,19,395,119,60,27,12,35,10,7,7,3,12,4,4,3,9,30,26,32,17,20
1803,225564,38,18,31,21,21,631,116,55,28,16,34,9,8,6,3,11,3,5,3,10,22,20,34,21,22
1804,225566,21,13,32,24,22,1029,124,53,31,21,30,8,10,6,4,9,3,5,4,10,16,15,35,24,23
1805,225804,16,11,30,25,22,1478,137,54,36,27,25,7,12,5,6,6,4,6,4,10,14,12,34,25,22
1806,225806,13,10,27,25,21,1829,146,55,41,33,20,7,14,5,7,5,4,6,5,10,12,11,30,26,21
1807,225974,11,11,23,25,21,1954,145,55,44,36,17,6,14,5,8,4,4,5,5,9,9,12,25,26,21
1808,226179,9,15,18,25,23,1822,131,50,44,36,16,6,13,5,9,3,5,5,5,9,7,16,20,25,22
1809,226181,7,22,13,24,27,1465,108,42,41,32,14,5,10,4,9,3,6,4,6,10,5,22,15,25,27
1810,226348,6,29,10,23,33,1013,83,33,35,28,13,4,8,4,9,4,8,3,5,12,5,30,10,24,33
1811,226494,6,36,7,22,40,601,68,25,30,25,11,4,6,3,8,4,8,2,5,15,5,37,7,22,40
1812,226713,6,40,5,19,45,316,67,20,28,25,11,4,6,2,7,4,9,2,5,17,6,41,6,19,45
1813,226714,7,40,6,17,48,175,81,17,28,29,11,5,8,2,7,5,8,2,4,19,6,41,6,17,48
1814,226907,8,36,9,15,47,138,104,16,31,35,11,6,13,2,7,5,7,2,4,20,7,38,9,15,48
1815,227062,9,30,16,14,45,143,129,14,34,41,12,7,19,3,8,5,6,4,4,20,8,32,16,15,46
